Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,90,Buts,Tirs,TC,TC%,Tir/90,TC/90,B/Tir,B/TC,Dist,CF,PénM,PénT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matchs
57,Alisson\7a2e46a8,br BRA,GB,Liverpool,eng Premier League,29-083,1992,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
58,Allan\cc700722,br BRA,MT,Everton,eng Premier League,30-350,1991,14.7,0,3,1,33.3,0.20,0.07,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
59,Jim Allevinah\1956b948,ga GAB,AT,Clermont Foot,fr Ligue 1,26-300,1995,9.9,0,22,10,45.5,2.22,1.01,0.00,0.00,19.9,1,0,0,1.6,1.6,0.07,-1.6,-1.6,Matchs
60,Dele Alli\cea4ee8f,eng ENG,MT,Tottenham,eng Premier League,25-257,1996,6.6,1,4,2,50.0,0.60,0.30,0.00,0.00,18.2,0,1,1,1.5,0.7,0.18,-0.5,-0.7,Matchs
61,Miguel Almirón\862a1c15,py PAR,MT,Newcastle Utd,eng Premier League,27-317,1994,10.7,0,15,2,13.3,1.41,0.19,0.00,0.00,19.6,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matchs
62,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,30-361,1990,11.3,1,15,3,20.0,1.33,0.27,0.07,0.33,22.0,5,0,0,1.0,1.0,0.07,0.0,0.0,Matchs
63,Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,it Serie A,23-137,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
64,Hugo Álvarez\6f392eb8,es ESP,AT,Celta Vigo,es La Liga,36-186,1985,0.1,0,1,0,0.0,8.18,0.00,0.00,,8.0,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matchs
65,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,26-334,1995,10.0,0,5,0,0.0,0.50,0.00,0.00,,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matchs
66,Steven Alzate\ad1f61f3,co COL,MT,Brighton,eng Premier League,23-107,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
67,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,20-034,2001,0.9,0,1,0,0.0,1.14,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matchs
68,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,27-003,1994,6.7,0,1,1,100.0,0.15,0.15,0.00,0.00,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matchs
69,Amath\f3b1d9a2,sn SEN,ATMT,Mallorca,es La Liga,25-161,1996,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,17.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matchs
70,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,27-290,1994,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
71,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,23-319,1998,12.9,0,10,2,20.0,0.77,0.15,0.00,0.00,14.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matchs
72,Nadiem Amiri\555d5edd,de GER,MTAT,Leverkusen,de Bundesliga,25-058,1996,4.1,1,8,2,25.0,1.96,0.49,0.13,0.50,20.1,1,0,0,0.4,0.4,0.06,+0.6,+0.6,Matchs
73,Ethan Ampadu\10b9fa99,wls WAL,MT,Venezia,it Serie A,21-101,2000,9.2,0,1,1,100.0,0.11,0.11,0.00,0.00,6.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matchs
74,Sofyan Amrabat\5a2cb25d,ma MAR,MT,Fiorentina,it Serie A,25-125,1996,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
75,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-207,1996,11.5,0,2,1,50.0,0.17,0.09,0.00,0.00,8.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matchs
76,Felipe Anderson\9f1893b9,br BRA,AT,Lazio,it Serie A,28-253,1993,16.0,3,19,5,26.3,1.19,0.31,0.16,0.60,16.6,0,0,0,2.5,2.5,0.13,+0.5,+0.5,Matchs
77,Sebastian Andersson\b4cf5806,se SWE,AT,Köln,de Bundesliga,30-162,1991,9.1,2,28,10,35.7,3.09,1.10,0.07,0.20,12.1,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matchs
78,Florin Andone\dc008610,ro ROU,AT,Cádiz,es La Liga,28-257,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
79,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-069,1998,4.7,0,3,0,0.0,0.64,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
80,Benjamin André\ef9c1c95,fr FRA,MT,Lille,fr Ligue 1,31-143,1990,17.2,2,9,2,22.2,0.52,0.12,0.22,1.00,11.6,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matchs
81,Robert Andrich\e0b113a7,de GER,MT,Leverkusen,de Bundesliga,27-093,1994,8.5,2,13,3,23.1,1.53,0.35,0.15,0.67,15.2,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matchs
82,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-110,1989,4.3,1,6,2,33.3,1.40,0.47,0.17,0.50,29.0,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matchs
83,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,24-354,1997,12.4,0,9,2,22.2,0.72,0.16,0.00,0.00,14.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matchs
84,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-095,1986,4.0,0,4,1,25.0,1.01,0.25,0.00,0.00,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
85,Janis Antiste\38d9ce53,fr FRA,ATMT,Spezia,it Serie A,19-128,2002,6.6,1,11,2,18.2,1.67,0.30,0.09,0.50,10.2,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matchs
86,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-157,1996,13.9,0,9,1,11.1,0.65,0.07,0.00,0.00,12.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matchs
87,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-170,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
88,Michail Antonio\ac05f970,jm JAM,AT,West Ham,eng Premier League,31-271,1990,15.9,6,44,12,27.3,2.76,0.75,0.14,0.50,15.2,0,0,1,5.4,5.2,0.12,+0.6,+0.8,Matchs
89,Christopher Antwi-Adjei\0a3f6cde,gh GHA,ATMT,Bochum,de Bundesliga,27-320,1994,6.7,0,15,4,26.7,2.24,0.60,0.00,0.00,15.7,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Matchs
90,Houssem Aouar\a5db0bec,fr FRA,MTAT,Lyon,fr Ligue 1,23-177,1998,16.1,3,42,16,38.1,2.61,0.99,0.07,0.19,18.4,0,0,0,4.5,4.5,0.11,-1.5,-1.5,Matchs
91,Adil Aouchiche\b94b8be1,fr FRA,MTAT,Saint-Étienne,fr Ligue 1,19-162,2002,6.1,0,11,5,45.5,1.81,0.82,0.00,0.00,22.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matchs
92,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-198,1992,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
93,Mauro Arambarri\58afe001,uy URU,MT,Getafe,es La Liga,26-085,1995,13.9,0,26,6,23.1,1.87,0.43,0.00,0.00,25.1,2,0,0,0.8,0.8,0.03,-0.8,-0.8,Matchs
94,Mattia Aramu\0847b5a5,it ITA,ATMT,Venezia,it Serie A,26-224,1995,11.3,5,21,8,38.1,1.86,0.71,0.14,0.38,25.9,6,2,2,3.3,1.8,0.08,+1.7,+1.2,Matchs
95,Charles Aránguiz\56413b1f,cl CHI,MT,Leverkusen,de Bundesliga,32-251,1989,8.3,1,4,2,50.0,0.48,0.24,0.25,0.50,13.6,0,0,0,0.9,0.9,0.23,+0.1,+0.1,Matchs
96,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-117,1991,12.8,0,5,1,20.0,0.39,0.08,0.00,0.00,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
97,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,22-292,1999,10.4,2,9,5,55.6,0.87,0.48,0.22,0.40,9.2,0,0,0,0.5,0.5,0.06,+1.5,+1.5,Matchs
98,Cameron Archer\05e8ca6d,eng ENG,MTAT,Aston Villa,eng Premier League,20-156,2001,0.3,0,1,0,0.0,3.33,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
99,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-175,1999,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
100,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,29-345,1992,3.6,1,2,1,50.0,0.55,0.28,0.50,1.00,13.3,0,0,0,0.6,0.6,0.30,+0.4,+0.4,Matchs
101,Adam Armstrong\68c720b5,eng ENG,ATMT,Southampton,eng Premier League,24-317,1997,12.1,2,40,13,32.5,3.31,1.07,0.05,0.15,17.6,0,0,0,3.8,3.8,0.10,-1.8,-1.8,Matchs
102,Stuart Armstrong\97333cf5,sct SCO,MT,Southampton,eng Premier League,29-269,1992,1.4,0,1,0,0.0,0.72,0.00,0.00,,3.6,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matchs
103,Marko Arnautović\00459419,at AUT,AT,Bologna,it Serie A,32-249,1989,15.5,6,41,13,31.7,2.64,0.84,0.10,0.31,15.3,2,2,3,7.2,5.0,0.12,-1.2,-1.0,Matchs
104,Maximilian Arnold\86e119e0,de GER,MT,Wolfsburg,de Bundesliga,27-211,1994,16.5,1,22,8,36.4,1.33,0.48,0.05,0.13,27.9,7,0,0,0.9,0.9,0.04,+0.1,+0.1,Matchs
105,Kepa Arrizabalaga\28d596a0,es ESP,GB,Chelsea,eng Premier League,27-082,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
106,Tolgay Arslan\963a328b,de GER,MT,Udinese,it Serie A,31-130,1990,9.5,1,16,9,56.3,1.68,0.94,0.06,0.11,21.0,0,0,0,1.0,1.0,0.06,0.0,0.0,Matchs
107,Santiago Arzamendia\759d8dd7,py PAR,MT,Cádiz,es La Liga,23-233,1998,2.7,1,2,1,50.0,0.73,0.37,0.50,1.00,27.3,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matchs
108,Takuma Asano\13ddc856,jp JPN,AT,Bochum,de Bundesliga,27-044,1994,7.3,0,12,5,41.7,1.64,0.68,0.00,0.00,17.7,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matchs
109,Santiago Ascacíbar\e26fcca3,ar ARG,MT,Hertha BSC,de Bundesliga,24-302,1997,13.9,0,6,1,16.7,0.43,0.07,0.00,0.00,14.9,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matchs
110,Sergio Asenjo\9f0ea33f,es ESP,GB,Villarreal,es La Liga,32-179,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
111,Marco Asensio\45af8a54,es ESP,ATMT,Real Madrid,es La Liga,25-337,1996,8.5,5,26,11,42.3,3.04,1.29,0.19,0.45,17.3,0,0,0,3.1,3.1,0.12,+1.9,+1.9,Matchs
112,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-040,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
113,Kristoffer Askildsen\a69cc629,no NOR,MT,Sampdoria,it Serie A,20-349,2001,6.2,0,7,0,0.0,1.13,0.00,0.00,,17.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
114,Fisnik Asllani\35f67a30,xk KVX,AT,Hoffenheim,de Bundesliga,19-138,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
115,Kristjan Asllani\0fdcef0e,al ALB,MTAT,Empoli,it Serie A,19-290,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
116,Iago Aspas\7dcf86f6,es ESP,AT,Celta Vigo,es La Liga,34-145,1987,14.8,8,35,14,40.0,2.37,0.95,0.20,0.50,17.8,3,1,3,6.2,3.8,0.11,+1.8,+3.2,Matchs
117,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21-185,2000,3.1,0,4,3,75.0,1.28,0.96,0.00,0.00,7.0,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matchs
118,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,20-333,2001,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
119,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-221,1996,10.4,2,12,5,41.7,1.16,0.48,0.17,0.40,18.7,0,0,0,0.8,0.8,0.07,+1.2,+1.2,Matchs
120,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,AT,Arsenal,eng Premier League,32-189,1989,11.5,4,33,16,48.5,2.86,1.39,0.12,0.25,14.2,0,0,2,5.8,4.1,0.13,-1.8,-0.1,Matchs
121,Emil Audero\649b01d8,it ITA,GB,Sampdoria,it Serie A,24-340,1997,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
122,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-116,1994,16.0,1,3,1,33.3,0.19,0.06,0.33,1.00,17.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matchs
123,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,27-247,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,17.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matchs
124,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,29-000,1992,2.7,0,3,1,33.3,1.11,0.37,0.00,0.00,13.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matchs
125,Ezequiel Ávila\253a06b9,ar ARG,AT,Osasuna,es La Liga,27-321,1994,7.7,3,22,9,40.9,2.85,1.17,0.14,0.33,23.4,0,0,0,1.5,1.5,0.07,+1.5,+1.5,Matchs
